채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
심플 관심종목 TV,"IPO 대어 카카오게임즈 상장 일정 9월 확정 관련주 및 지분 간단차트분석 // 카카오,넷마블,에이티넘인베스트먼트,넵튠",2020-08-03 11:26:08+00:00,17906,넵튠,37496,115688,9071.666667,9861.666667
"돈이되는이야기_한국,미국주식,뉴스","빅히트엔터테인먼트 상장일정, 관련주 5분에 정리(Ft.넷마블, 디피씨, 초록뱀, 키이스트, 방탄소년단, 빅히트 IPO)",2020-09-16 08:27:57+00:00,1967,넷마블,68654,92160,185333.3333,181750
심플 관심종목 TV,"최근대형주 IPO 관련주 흐름으로 보는 빅히트 관련 주가흐름 및 종목에 대한 생각 // 디피씨,넷마블,엘비세미콘,초록뱀,키이스트",2020-09-02 11:13:57+00:00,14962,넷마블,370271,676357,168500,179583.3333
심플 관심종목 TV,"IPO 대어 카카오게임즈 상장 일정 9월 확정 관련주 및 지분 간단차트분석 // 카카오,넷마블,에이티넘인베스트먼트,넵튠",2020-08-03 11:26:08+00:00,17906,넷마블,52328,108799,126666.6667,130250
주식의달인,"[주식] SK바이오팜/빅히트엔터 상장 기대감에 관련주 100% 수익 발생! 다음은 카카오게임즈! 수혜주 모두 공개합니다! (넷마블, 디피씨, SK디스커버리, 카카오게임즈 관련주)",2020-07-30 13:39:04+00:00,2798,넷마블,130320,113848,131333.3333,124083.3333
AP투자연구소 김용재 소장,넷마블 (251270) - 빅히트 상장 관련주! 게임주의 대세상승! 무슨 재료든 간다,2020-07-13 06:11:12+00:00,2033,넷마블,160539,168464,130083.3333,131916.6667
주식119,"[주식] SK바이오팜 다음은 방탄소년단이다! 빅히트엔터 관련주 상장 수혜주들 모두 공개! (방탄관련주, 빅히트관련주, 넷마블, 키이스트, 디피씨)",2020-07-06 13:01:50+00:00,18016,넷마블,466445,304945,110083.3333,117333.3333
불사조,"[주식] BTS관련주 뽀개기! 빅히트 상장일정 총정리, 디피씨, 넷마블, 키이스트, 엘비세미콘, 초록뱀, 손오공",2020-07-06 12:05:42+00:00,5397,넷마블,466445,304945,110083.3333,117333.3333
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,노바텍,124278,943717,10279.16667,11600
정보의 바다,"치매관련주, 피플바이오,젬백스,엔케이맥스, 구충제 관련주  삼성제약,노터스,체시스",2021-01-05 08:16:44+00:00,0,노터스,8873,3383328,24900,33225
증권돌이TV,"A형 간염 관련주 - A형 간염 서울, 경기 확산!! (보령제약,광동제약,SK케미칼,녹십자)",2019-04-28 14:02:58+00:00,370,녹십자,874,11649,143666.6667,146750
콕스톡TV,"[주식][특징주][독감 예방접종 관련주]녹십자, sk케미칼, 동아에스티, 보령제약",2020-09-08 04:24:23+00:00,1148,녹십자,22345,255857,252916.6667,272250
AP투자연구소 김용재 소장,녹십자랩셀 (144510) - 녹십자 관련주 전부 홀딩!! 대한민국 1등 이시헌 팀장의 예언! 전종목 신고가 간다!,2020-08-04 06:00:09+00:00,2118,녹십자,71129,272119,238666.6667,254916.6667
레드시그널,"살인진드기관련주, 중국신종 부니아바이러스, 치사율최대30% 관련주 (이글벳, 보령제약,녹십자,LG생활건강, 웰크론, 동성제약,이글벳,승일) 점검",2020-08-05 09:56:14+00:00,559,녹십자,272119,222348,254916.6667,271833.3333
주식으로 슈퍼직장인,"[최종원]안산 유치원 식중독 집단감염!!(햄버거병, HUS, 용혈성요독증후군, 혈장치료, 혈장치료제, 투석 관련주, 한독, 시노펙스, 녹십자엠에스, 녹십자, 나노엔텍, 진양제약)",2020-06-25 09:39:52+00:00,1376,녹십자,20216,12027,155916.6667,154750
AP투자연구소 김용재 소장,녹십자랩셀 (144510) - 녹십자 관련주 전부 홀딩!! 대한민국 1등 이시헌 팀장의 예언! 전종목 신고가 간다!,2020-08-04 06:00:09+00:00,2118,녹십자랩셀,41148,121124,54500,56633.33333
아이스탁TV 아이컴퍼니,"첨생법 관련주 모멘텀 얻나?진원생명과학 바톤을 넘겨 받을 다크호스 종목! (파미셀, 메디포스트, 에스씨엠생명과학, 네이처셀, 녹십자랩셀, 바이오솔루션, 진원생명과학, 종목추천)",2020-08-26 04:59:33+00:00,1124,녹십자랩셀,41666,92241,57000,57183.33333
주식으로 슈퍼직장인,"[최종원]8월28일 첨생법 시행. 내용 요약 + 관련주 정리(차바이오텍, 홈캐스트, 코아스템, 파미셀, 메디포스트, 에스씨엠생명과학, 녹십자랩셀, 마크로젠, 첨단재생바이오약법)",2020-08-24 11:13:32+00:00,8299,녹십자랩셀,464827,98756,58683.33333,57500
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,녹십자랩셀,36833,30854,55200,55633.33333
심플 관심종목 TV,"8월28일 첨생법 시행 관련주 정리 // 줄기세포,이종장기이식 , 파미셀,차바이오텍,안트로젠,녹십자랩셀,녹십자셀,엔케이맥스,제넨바이오,옵티팜,에스씨엠생명과학등등",2020-08-06 11:39:18+00:00,45824,녹십자랩셀,59560,107182,56966.66667,57983.33333
단기투자변선생TV,"[변선생의 종목특강] 지금 사야 할 주식, 녹십자셀! 줄기세포 / 면역항암제 / 제대혈 관련주",2021-01-25 08:50:42+00:00,1436,녹십자셀,80513,32707,48775,48933.33333
korean hunter 괴팍,코로나치료제관련주 시황분석#대웅#대웅제약#녹십자셀#신풍제약#유나이티드제약#줄기세포주,2021-01-05 11:50:49+00:00,1830,녹십자셀,474708,316282,57183.33333,55383.33333
토마토티비 (tomato tv),"녹십자셀(031390), 첨생법으로 반등 가능...전고점까지는 의문_200824",2020-08-24 09:23:09+00:00,1639,녹십자셀,155778,45236,46616.66667,45633.33333
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,녹십자셀,101634,44235,50475,49766.66667
심플 관심종목 TV,"8월28일 첨생법 시행 관련주 정리 // 줄기세포,이종장기이식 , 파미셀,차바이오텍,안트로젠,녹십자랩셀,녹십자셀,엔케이맥스,제넨바이오,옵티팜,에스씨엠생명과학등등",2020-08-06 11:39:18+00:00,45824,녹십자셀,102029,80010,45650,46400
주식생성기,"[셀트리온 주가] 7월 썸머랠리를 장식할 세계1위 줄기세포 관련주! 바이오 데이터스테이션 최대수혜주! (젬백스,조아제약,에스티큐브,메디포스트,녹십자셀,코아스템,차바이오텍,파미셀)",2020-07-02 02:39:28+00:00,2298,녹십자셀,16088,24982,40125,40558.33333
적중리딩TV,"중국 우한 폐렴 관련주 전망 (feat 메르스, 지카바이러스, 오공, 진원생명과학) 후발주자는 녹십자엠에스?? - 적중리딩TV",2020-01-21 15:23:12+00:00,585,녹십자엠에스,35983,553300,4435.833333,4720.833333
주식으로 슈퍼직장인,"[최종원]안산 유치원 식중독 집단감염!!(햄버거병, HUS, 용혈성요독증후군, 혈장치료, 혈장치료제, 투석 관련주, 한독, 시노펙스, 녹십자엠에스, 녹십자, 나노엔텍, 진양제약)",2020-06-25 09:39:52+00:00,1376,녹십자엠에스,1142454,209816,11833.33333,11650
주식일상,"[종목분석] 코로나치료제관련주(신풍제약,신일제약,일양약품,화일약품)|수돗물 유충 관련주 총정리 | 녹십자홀딩스 매각 소식 전해드려요",2020-07-20 15:46:28+00:00,264,녹십자홀딩스,41336,1150304,24575,29941.66667
서울경제TV SENhotclip,월크론한텍!! 농심!! &#39;수돗물 유충&#39; 논란에 관련주 &#39;강세&#39;... 투자 전략은?,2020-07-21 00:58:13+00:00,1872,농심,7657,3547,379916.6667,369833.3333
콕스톡TV,"[주식][특징주][수돗물 유충 관련주]광동제약, 웰크론한텍, 웹스, 뉴보텍, 도화엔지니어링, 자연과환경, 한국주철관, 엔바이오니아",2020-09-28 03:02:19+00:00,902,뉴보텍,104016,34871,1437.5,1443.333333
주식왕 민수르_ 경제TV,"[수돗물, 유충 관련주] &quot;뉴보텍, 광동제약, 한국주철관, 웰크론한텍, 시노펙스, 엔바이오니아&quot; 주가분석 ㅣ MS투자그룹 전대환 전문가 ㅣ 스윙주, 테마주",2020-07-23 06:17:46+00:00,1280,뉴보텍,1978082,2756663,1959.166667,1967.5
상한가사냥꾼,[상한가사냥꾼] 또 추천 하자마자 상한가!!! 수돗물유충관련주 뉴보텍! 내가 진짜 상한가사냥꾼! 신풍제약전망 신일제약주가 두산중공업전망 SK케미칼주가 국제약품주가 부광약품전망,2020-07-22 09:29:27+00:00,0,뉴보텍,2640430,1978082,2045.833333,1959.166667
신의주식,"[수돗물 유충관련주] “뉴보텍” 벌써 끝이라구?  보유하신 분들 다 들어오세요. 지지 저항 알려드립니다. 뉴보텍주가, 웰크론한텍주가",2020-07-21 04:16:14+00:00,1131,뉴보텍,20774012,2640430,2392.5,2045.833333
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 테마 고점일까 단순 조정일까? (뉴보텍,웰크론한텍,시노펙스,에넥스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-21 02:06:20+00:00,51,뉴보텍,20774012,2640430,2392.5,2045.833333
심플 관심종목 TV,"수돗물유충관련주 정리 / 수처리,생수,하수도관,정수기,정수샤워기필터 등등 관련주 // 웰크론한텍,뉴보텍,시노펙스,광동제약,웹스,엔바이오니아,정산애강,코웨이,쿠쿠홈시스",2020-07-20 13:53:25+00:00,632,뉴보텍,8911366,20774012,1901.666667,2392.5
주식파일러,"[주식] 인천, 서울에 이어 부산까지?! 수돗물 유충 관련주 한방 정리! (웰크론한텍, 시노펙스, 뉴보텍, 한독그린텍, 엔바이오니아, 광동제약)",2020-07-20 11:32:19+00:00,238,뉴보텍,8911366,20774012,1901.666667,2392.5
한강 View 티비_주식소통채널,"수돗물 유충 관련주 상한가 엄청 많네😂웰크론한텍,웹스,뉴보텍,광동제약,와토스코리아,시노펙스,한강티비",2020-07-20 11:01:55+00:00,2822,뉴보텍,8911366,20774012,1901.666667,2392.5
여의도 황제주식,"[주식투자] “뉴보텍” 수돗물 유충 대장입니다. 무적권 사라고 말씀드렸습니다. 궁금하신 분들 다 들어오세요. 뉴보텍주가, 시노펙스주가, 한국주철관주가 수돗물 유충 관련주",2020-07-20 09:21:08+00:00,304,뉴보텍,8911366,20774012,1901.666667,2392.5
이상로의 빨간주식,"웰크론한텍, 뉴보텍, 시노펙스 수돗물 유충관련주 핵심종목은? 수돗물유충관련주와 수도관관련주 함께 보자.(feat. 씽크홀, 노후수도관)",2020-07-20 08:46:26+00:00,4096,뉴보텍,8911366,20774012,1901.666667,2392.5
정보의 바다,"수처리관련주 및 정수필터관련주 웰크론한텍,뉴보텍,웹스,엔바이오니아,시노펙스,코웨이,쿠쿠홈시스,위니아딤채",2020-07-20 07:40:34+00:00,2556,뉴보텍,8911366,20774012,1901.666667,2392.5
개미에셋과 돈의 길,"웰크론한텍,웹스,뉴보텍 관련주 분석, 수돗물 유충, 샤워하거나 마시면?",2020-07-20 07:39:01+00:00,289,뉴보텍,8911366,20774012,1901.666667,2392.5
TV아나키스트,"20.07.20 긴급! 뉴보텍 상한가 ,전망,수처리수혜주,인천수돗물",2020-07-20 05:20:50+00:00,913,뉴보텍,8911366,20774012,1901.666667,2392.5
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 서울에도 퍼지나? (뉴보텍,웰크론한텍,시노펙스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-20 01:30:58+00:00,1457,뉴보텍,8911366,20774012,1901.666667,2392.5
심플 관심종목 TV,"파주도 수돗물에서 유충 등장...수처리 관련주 정리 //  웰크론한텍,뉴보텍,시노펙스,태경비케이,코웨이,한국주철관",2020-07-19 14:39:39+00:00,875,뉴보텍,15202821,8911366,1716.666667,1901.666667
절제주식투자연구소,[절제 기업분석] 보톡스 이슈와 수소관련주 및 최근 수혜주 정리 분석 (대웅제약 두산퓨얼셀 다나와 에스제이그룹),2020-11-26 06:23:58+00:00,91,다나와,6645,10541,28983.33333,28783.33333
이상로의 빨간주식,"오이솔루션, 에이스테크, 다산네트웍스, 쏠리드 5G관련주 신고가 갈 종목은? 한국주철관, 동양철관, 웰크론한텍 수돗물유충관련주, 수도관관련주 전망",2020-07-20 08:54:23+00:00,16991,다산네트웍스,400954,740767,11108.33333,11358.33333
종파남TV,"조류독감(인플루엔자)관련주. 제일바이오, 대성미생물. 서울에 4년만에 발생한 고병원성AI 영향 있을까?",2021-01-07 14:44:44+00:00,348,대성미생물,5028,20164,16733.33333,16983.33333
불기둥탐색TV 주식,"나스닥 역사적 신고가 조류 독감 관련주 차트 분석 (이글벳, 파루, 대성미생물, 태경비케이)",2020-12-01 23:22:21+00:00,171,대성미생물,9556,36306,16533.33333,16858.33333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1001,대성미생물,9556,36306,16533.33333,16858.33333
최종원의 주식 밀착 취재,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,826,대성미생물,8997,16828,17675,17608.33333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,대성미생물,43924,52514,17891.66667,18300
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1351,대성미생물,9556,36306,16533.33333,16858.33333
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-14 16:47:52+00:00,1872,대성미생물,5848,3317,16591.66667,16208.33333
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-13 16:07:47+00:00,529,대성미생물,47358,5848,16875,16591.66667
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-12 16:10:40+00:00,632,대성미생물,318264,47358,17941.66667,16875
SMTV Smart Investor MyGPS,"돼지열병관련주 이글벳,제일바이오,우진비앤지,진바이오텍,중앙백신,대성미생물,씨티바이오 20201012",2020-10-12 01:37:56+00:00,275,대성미생물,318264,47358,17941.66667,16875
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,대성미생물,43924,52514,17891.66667,18300
