채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
바른경제TV,"[증시기상] 10월 12일 증시기상도 (돼지열병관련주, 이수화학, 엑세스바이오) _김지연 아나운서",2020-10-12 01:08:47+00:00,304,엑세스바이오,3065518,7829671,34250,37900
심플 관심종목 TV,"내일테마 관심종목! 마스크,원격,교육,음압병실,진단키트,치료제,첨생법,한한령,반일 // 웰크론,케이엠제약,오텍,엑세스바이오,신성이엔지,알서포트,이씨에스,우정바이오,제넨바이오,씨젠",2020-08-23 10:51:37+00:00,19535,엑세스바이오,3571655,6069861,52450,29691.66667
주식왕 민수르_ 경제TV,"[수돗물, 유충 관련주] &quot;뉴보텍, 광동제약, 한국주철관, 웰크론한텍, 시노펙스, 엔바이오니아&quot; 주가분석 ㅣ MS투자그룹 전대환 전문가 ㅣ 스윙주, 테마주",2020-07-23 06:17:46+00:00,1280,엔바이오니아,159285,139609,7278.333333,7225
심플 관심종목 TV,"수돗물유충관련주 정리 / 수처리,생수,하수도관,정수기,정수샤워기필터 등등 관련주 // 웰크론한텍,뉴보텍,시노펙스,광동제약,웹스,엔바이오니아,정산애강,코웨이,쿠쿠홈시스",2020-07-20 13:53:25+00:00,632,엔바이오니아,280983,1522462,6796.666667,8091.666667
주식파일러,"[주식] 인천, 서울에 이어 부산까지?! 수돗물 유충 관련주 한방 정리! (웰크론한텍, 시노펙스, 뉴보텍, 한독그린텍, 엔바이오니아, 광동제약)",2020-07-20 11:32:19+00:00,238,엔바이오니아,280983,1522462,6796.666667,8091.666667
그레이스파트너스,수돗물 유충사태 확산 샤워기필터관련주 엔바이오니아/ 웹스/ 정산애강 / 대림B&amp;Co,2020-07-20 10:41:55+00:00,275,엔바이오니아,280983,1522462,6796.666667,8091.666667
정보의 바다,"수처리관련주 및 정수필터관련주 웰크론한텍,뉴보텍,웹스,엔바이오니아,시노펙스,코웨이,쿠쿠홈시스,위니아딤채",2020-07-20 07:40:34+00:00,2556,엔바이오니아,280983,1522462,6796.666667,8091.666667
정보의 바다,"치매관련주, 피플바이오,젬백스,엔케이맥스, 구충제 관련주  삼성제약,노터스,체시스",2021-01-05 08:16:44+00:00,0,엔케이맥스,947276,278008,23133.33333,23850
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,엔케이맥스,53771,47687,17100,17125
심플 관심종목 TV,"8월28일 첨생법 시행 관련주 정리 // 줄기세포,이종장기이식 , 파미셀,차바이오텍,안트로젠,녹십자랩셀,녹십자셀,엔케이맥스,제넨바이오,옵티팜,에스씨엠생명과학등등",2020-08-06 11:39:18+00:00,45824,엔케이맥스,39827,113810,16933.33333,17675
심플 관심종목 TV,"최근대형주 IPO 관련주 흐름으로 보는 빅히트 관련 주가흐름 및 종목에 대한 생각 // 디피씨,넷마블,엘비세미콘,초록뱀,키이스트",2020-09-02 11:13:57+00:00,14962,엘비세미콘,364596,1905876,9558.333333,9935
불사조,"[주식] BTS관련주 뽀개기! 빅히트 상장일정 총정리, 디피씨, 넷마블, 키이스트, 엘비세미콘, 초록뱀, 손오공",2020-07-06 12:05:42+00:00,5397,엘비세미콘,1800071,1380064,8818.333333,8901.666667
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,엘앤씨바이오,31632,25469,41377.83333,44950
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,엘앤씨바이오,31632,25469,41377.83333,44950
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,엘앤씨바이오,12733,24512,44327.83333,42072.33333
콕스톡TV,"[주식][어린이괴질 관련주] 조아제약, 명문제약, 고려제약, 영진약품, CMG제약, 신풍제약, 국제약품, 경동제약, 경보제약, 삼성제약",2020-05-25 03:24:03+00:00,375,영진약품,637239,292666,5433.333333,5463.333333
음굿&Umgood,20.07.06. 오늘의 상한가/SK바이오팜/수소차관련주/현대자동차수소트럭/이차전지관련주/영화테크/니콜라/삼성중공우/알에프세미/알티캐스트/삼성바이오로직스/셀트리온/에코프로비엠,2020-07-06 11:21:23+00:00,328,영화테크,77940,2330217,13316.66667,18391.66667
정보의 바다,"자동차부품관련주 영화테크,덕양산업,동화기업,경창산업,GH신소재,대우부품",2020-07-06 08:21:15+00:00,0,영화테크,77940,2330217,13316.66667,18391.66667
리버모어,흑사병(페스트) 정리 및 관련주 체크_191114 #오공 #파루 #이글벳 #고려제약 #진원생명과학 #바이오제네틱스 #우정바이오 #인트론바이오,2019-11-14 15:22:48+00:00,302,오공,3504,58096,3415,3523.333333
월스트리트경제TV,"#흑사병 관련주, 다른거 다~ 놓쳐도 이 종목만큼은 절대 놓치지 말자! #고려제약 #오공 #우정바이오 #고려제약 #웰크론 - 주식브라더스",2019-11-14 08:56:57+00:00,1744,오공,3504,58096,3415,3523.333333
적중리딩TV,"중국 우한 폐렴 관련주 전망 (feat 메르스, 지카바이러스, 오공, 진원생명과학) 후발주자는 녹십자엠에스?? - 적중리딩TV",2020-01-21 15:23:12+00:00,585,오공,6821172,3721097,5321.666667,5796.666667
기훈TV,[주식투자]1월24일 단기공략업종 홍역관련주 (우정바이오 오공 케이엠제약 삼아제약),2019-01-23 12:37:56+00:00,1280,오공,1150995,127480,3897.5,3678.333333
투자의 민족,"[주식]2020년 흑사병 테마 수혜주 공개! (우정바이오, 신풍제약, 오공, 삼성제약)",2020-07-06 10:02:25+00:00,2111,오공,179773,120319,5611.666667,5556.666667
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,1088,오디텍,10079,5374978,4085,5275
주식생성기,"돼지열병 돼지독감 팬데믹 가능성! 진짜수혜주는 이 종목 딱 하나! 재무우량+주가바닥 (코미팜,이글벳,제일바이오,중앙백신,진바이오텍,체시스,우진비앤지,오디텍,대한뉴팜,에스텍파마)",2020-07-01 02:36:28+00:00,1384,오디텍,10079,5374978,4085,5275
손느린아재,[주식] 10월 29일 특징주 돼지열병 조류독감 체시스 이글벳 우진비앤지 제일바이오 오디텍,2020-10-29 08:43:57+00:00,2556,오디텍,26817,1738090,5039.166667,5706.666667
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,304,오디텍,10079,5374978,4085,5275
심플 관심종목 TV,"내일 관심테마! 그린뉴딜,조바이든,진단키트,어린이괴질,자율주행,빅히트,SV인베스트먼트//라닉스,모트렉스,루미마이크로,라닉스,오르비텍,현대공업,제이씨현시스템,셀리드,명문제약한화솔루션",2020-10-05 12:39:49+00:00,22335,오르비텍,5464726,6600328,4267.5,5181.666667
음굿&Umgood,20.10.12. #아프리카돼지열병 #화장품관련주 #이글벳 #한일진공 #남성 #엑세스바이오 #오성첨단소재 #카카오게임즈 #SK바이오팜 #화장품관련주 #체시스 #코스맥스,2020-10-12 10:44:03+00:00,0,오성첨단소재,27170951,33901271,3152.5,3825.833333
빨간맛 주식,[주식투자] 비보존관련주 루미마이크로 에스맥 에이프로젠 오성첨단소재 텔콘RF제약,2020-05-20 07:00:19+00:00,2697,오성첨단소재,215360,1061536,2470.833333,2518.333333
진검승부-,[주식투자-2020.07.22] 개헌(세종시) 관련주&amp;후발주 급등 패턴 분석(#유라테크 #프럼파스트 #대주산업 #오스템 #성신양회우 #수돗물유충 #와토스코리아 #국제약품 #카스),2020-07-22 14:33:36+00:00,0,오스템,2919755,1482642,1992.5,2005
이상로의 빨간주식,"오이솔루션, 에이스테크, 다산네트웍스, 쏠리드 5G관련주 신고가 갈 종목은? 한국주철관, 동양철관, 웰크론한텍 수돗물유충관련주, 수도관관련주 전망",2020-07-20 08:54:23+00:00,16991,오이솔루션,319432,156970,62933.33333,63850
심플 관심종목 TV,"내일테마 관심종목! 마스크,원격,교육,음압병실,진단키트,치료제,첨생법,한한령,반일 // 웰크론,케이엠제약,오텍,엑세스바이오,신성이엔지,알서포트,이씨에스,우정바이오,제넨바이오,씨젠",2020-08-23 10:51:37+00:00,19535,오텍,265344,7223683,12050,15966.66667
손느린아재,[주식] 12월 7일 특징주 조류독감 전국확산 이글벳 제일바이오 CJ씨푸드 사조씨푸드 오텍,2020-12-07 07:49:55+00:00,1131,오텍,348646,305453,14616.66667,14400
주식의달인,"[주식] 첨생법+첨바법 두 가지의 이슈를 받을 제약바이오주, 다시 한번 날 수 있을까?! 지금 관심을 가질 BEST3 종목! (테고사이언스, 올릭스, 멕아이씨에스, 첨생법관련주)",2020-08-27 12:11:49+00:00,5295,올릭스,31438,16802,26983.33333,27075
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,옵티팜,860592,103517,28716.66667,26133.33333
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,옵티팜,860592,103517,28716.66667,26133.33333
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,옵티팜,46974,33521,25791.66667,25300
심플 관심종목 TV,"8월28일 첨생법 시행 관련주 정리 // 줄기세포,이종장기이식 , 파미셀,차바이오텍,안트로젠,녹십자랩셀,녹십자셀,엔케이맥스,제넨바이오,옵티팜,에스씨엠생명과학등등",2020-08-06 11:39:18+00:00,45824,옵티팜,137309,43109,25758.33333,25600
진검승부-,[주식투자-2020.07.22] 개헌(세종시) 관련주&amp;후발주 급등 패턴 분석(#유라테크 #프럼파스트 #대주산업 #오스템 #성신양회우 #수돗물유충 #와토스코리아 #국제약품 #카스),2020-07-22 14:33:36+00:00,0,와토스코리아,273553,56842,6260,5955
한강 View 티비_주식소통채널,"수돗물 유충 관련주 상한가 엄청 많네😂웰크론한텍,웹스,뉴보텍,광동제약,와토스코리아,시노펙스,한강티비",2020-07-20 11:01:55+00:00,2822,와토스코리아,357696,211890,6041.666667,5951.666667
심플 관심종목 TV,"내일 관심테마! SV인베스트먼트,디지털&amp;가상화폐,윤석열,독감,세종시,LG화학분사,조류 //서연탑메탈,태림포장,대한과학,삼아알미늄,케이씨에스,나라엠앤디,삼성물산,우리기술투자,시노펙스",2020-10-25 10:18:05+00:00,1046,우리기술투자,38701887,14822500,3830.833333,3494.166667
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,우리들휴브레인,3849200,10214177,3675,4425
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,우리들휴브레인,3849200,10214177,3675,4425
JM Investment,야간 주식종목상담~   실시간 라이브 레전드 갑시다.     홍역관련주/수소차관련주/남북테마/개미투자자/전업투자자/아시아경제/비즈니스온/우리산업/텔콘rf제약/화텍파워/대한해운,2019-01-22 12:55:46+00:00,0,우리산업,144271,117285,38425,37166.66667
AP투자연구소 김용재 소장,우리손에프앤지(073560) - 조류독감 확신에 따른 수혜주~! 선반영이 없다~!! 저점 잡아가는 흐름~!,2020-12-28 06:00:25+00:00,91,우리손에프앤지,301171,93334,1996.666667,1995
무료종목추천ᅳ주식스텔스,[사료테마주] 돼지독감 유행 우려감 사료주급등 사료관련주 차트비교하기 (한일사료 현대사료 대주산업 우성사료 미래생명자원 케이씨피드),2020-07-01 08:09:09+00:00,131,우성사료,4368541,167022,3384.166667,3111.666667
콕스톡TV,"[주식][특징주][돼지열병 관련주]이글벳, 우성사료, 한일사료, 마니커에프앤지, CJ씨푸드",2020-10-12 02:59:00+00:00,1302,우성사료,1214481,82699,3275,3185
손느린아재,[주식] 11월 15일 유망종목 대선관련주 남화산업  남화토건 우원개발 이월드 남선알미늄,2019-11-14 11:08:18+00:00,1210,우원개발,1616837,602666,6821.666667,7228.333333
MTN 머니투데이방송,"[종목 해결사] 중국 흑사병 환자 발생 소식에 관련주 부각 &amp; &#39;아시아나항공, 우원개발&#39; 전화, 문자 상담 外 / (증시, 증권)",2019-11-14 10:43:44+00:00,926,우원개발,1616837,602666,6821.666667,7228.333333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,우정바이오,74455,134667,8696.666667,8783.333333
손느린아재,"[주식] 7월 8일 유망종목 흑사병관련주 신풍제약, 우정바이오, 삼성제약, 우진비앤지",2020-07-07 07:54:04+00:00,1312,우정바이오,2952837,1092714,9290,9330
슬기로운 매매생활,"[임정우] 흑사병 관련주 대장주 및 후발주 추천주는? 지금 사도 될까? (페스트,우정바이오,국제약품,전진바이오팜,고려제약,중앙백신,이글벳,파루)",2020-07-07 02:28:10+00:00,699,우정바이오,2952837,1092714,9290,9330
대박투나잇,[주식강의]긴급! 우정바이오上 &#39;흑사병 관련주&#39; 전략은 _주식의정석 주식와이프,2019-11-19 05:51:41+00:00,220,우정바이오,1446180,432798,7831.666667,6546.666667
주식전쟁,"[주식] 중국 흑사병 아직 안끝났다! 우정바이오 상한가, 후속 급등예상 종목공개!",2019-11-18 09:45:37+00:00,2972,우정바이오,2570530,1446180,6740,7831.666667
제시리버,[11.18] #이글벳 #우정바이오 흑사병 최대 수혜주는 무엇인가?,2019-11-18 08:29:45+00:00,299,우정바이오,2570530,1446180,6740,7831.666667
심플 관심종목 TV,"내일테마 관심종목! 마스크,원격,교육,음압병실,진단키트,치료제,첨생법,한한령,반일 // 웰크론,케이엠제약,오텍,엑세스바이오,신성이엔지,알서포트,이씨에스,우정바이오,제넨바이오,씨젠",2020-08-23 10:51:37+00:00,19535,우정바이오,2137381,3618925,10391.66667,12766.66667
주식 또사 이선생 TradingAdvisor,[Tradingadvisor] 홍역이 번지는 이때 이종목들을 보세요.케이엠제약/우정바이오,2019-01-24 09:10:21+00:00,91,우정바이오,339393,157477,6598.833333,6653.833333
기훈TV,[주식투자]1월24일 단기공략업종 홍역관련주 (우정바이오 오공 케이엠제약 삼아제약),2019-01-23 12:37:56+00:00,1280,우정바이오,1454928,339393,7014.166667,6598.833333
투자의 민족,"[주식]2020년 흑사병 테마 수혜주 공개! (우정바이오, 신풍제약, 오공, 삼성제약)",2020-07-06 10:02:25+00:00,2111,우정바이오,1589003,2952837,8505,9290
심플 관심종목 TV,"중국,살인진드기바이러스 7명사망 관련주 정리 및 재료에 대한 개인생각 //제일바이오,이글벳,체시스,우정바이오,우진비앤지",2020-08-05 10:25:28+00:00,11164,우정바이오,134667,419562,8783.333333,9018.333333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,우정바이오,74455,134667,8696.666667,8783.333333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,275,우정바이오,74455,134667,8696.666667,8783.333333
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,1663,우진비앤지,898477,250217,3232.5,3222.5
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,1088,우진비앤지,12780461,4517101,3162.5,2825
주식으로 슈퍼직장인,"[용호] 중국 신종 돼지독감 관련주 단기상승 후 하락 예측한 그대로. 이후 추가상승 가능할까?(체시스,이글벳,우진비앤지)",2020-07-01 08:02:26+00:00,979,우진비앤지,12780461,4517101,3162.5,2825
주식생성기,"돼지열병 돼지독감 팬데믹 가능성! 진짜수혜주는 이 종목 딱 하나! 재무우량+주가바닥 (코미팜,이글벳,제일바이오,중앙백신,진바이오텍,체시스,우진비앤지,오디텍,대한뉴팜,에스텍파마)",2020-07-01 02:36:28+00:00,1384,우진비앤지,12780461,4517101,3162.5,2825
SMTV Smart Investor MyGPS,"돼지열병관련주 이글벳,제일바이오,우진비앤지,진바이오텍,중앙백신,대성미생물,씨티바이오 20201012",2020-10-12 01:37:56+00:00,275,우진비앤지,2398169,302163,3576.666667,3381.666667
손느린아재,"[주식] 7월 8일 유망종목 흑사병관련주 신풍제약, 우정바이오, 삼성제약, 우진비앤지",2020-07-07 07:54:04+00:00,1312,우진비앤지,522446,1555038,2661.666667,2830.833333
주식으로 슈퍼직장인,"[최종원]살인진드기 새로운 대장주 팬젠. 기존 관련주 흐름과 대응은?(이글벳, 제일바이오, 체시스, 우진비앤지, 전진바이오팜)",2020-08-11 08:55:40+00:00,1348,우진비앤지,321953,488960,3817.5,3863.333333
상한가사냥꾼,[상한가사냥꾼] 살인진드기관련주 전진바이오팜 우진비앤지 제일바이오 진원생명과학 종목분석! 씨젠주가전망 신라젠전망 대웅주가 레몬주가 솔브레인주가 제일약품주가 신일제약주가,2020-08-06 09:24:24+00:00,2083,우진비앤지,2039645,386816,4024.166667,3823.333333
심플 관심종목 TV,"중국,살인진드기바이러스 7명사망 관련주 정리 및 재료에 대한 개인생각 //제일바이오,이글벳,체시스,우정바이오,우진비앤지",2020-08-05 10:25:28+00:00,11164,우진비앤지,1020107,2039645,3961.666667,4024.166667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,6627,우진비앤지,898477,250217,3232.5,3222.5
손느린아재,[주식] 10월 29일 특징주 돼지열병 조류독감 체시스 이글벳 우진비앤지 제일바이오 오디텍,2020-10-29 08:43:57+00:00,2556,우진비앤지,61207,37097,2990.833333,3035.833333
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,304,우진비앤지,12780461,4517101,3162.5,2825
월스트리트경제TV,"#흑사병 관련주, 다른거 다~ 놓쳐도 이 종목만큼은 절대 놓치지 말자! #고려제약 #오공 #우정바이오 #고려제약 #웰크론 - 주식브라더스",2019-11-14 08:56:57+00:00,1744,웰크론,50065,289622,3688.333333,3706.666667
심플 관심종목 TV,"내일테마 관심종목! 마스크,원격,교육,음압병실,진단키트,치료제,첨생법,한한령,반일 // 웰크론,케이엠제약,오텍,엑세스바이오,신성이엔지,알서포트,이씨에스,우정바이오,제넨바이오,씨젠",2020-08-23 10:51:37+00:00,19535,웰크론,8455122,6398276,9023.333333,9285
레드시그널,"살인진드기관련주, 중국신종 부니아바이러스, 치사율최대30% 관련주 (이글벳, 보령제약,녹십자,LG생활건강, 웰크론, 동성제약,이글벳,승일) 점검",2020-08-05 09:56:14+00:00,559,웰크론,1065253,163810,6343.333333,6223.333333
콕스톡TV,"[주식][특징주][수돗물 유충 관련주]광동제약, 웰크론한텍, 웹스, 뉴보텍, 도화엔지니어링, 자연과환경, 한국주철관, 엔바이오니아",2020-09-28 03:02:19+00:00,902,웰크론한텍,569851,66290,2065.833333,2060.833333
주식왕 민수르_ 경제TV,"[수돗물, 유충 관련주] &quot;뉴보텍, 광동제약, 한국주철관, 웰크론한텍, 시노펙스, 엔바이오니아&quot; 주가분석 ㅣ MS투자그룹 전대환 전문가 ㅣ 스윙주, 테마주",2020-07-23 06:17:46+00:00,1280,웰크론한텍,679145,676850,2673.333333,2612.5
울산주식트레이더 - 울트,"[주식차트]수돗물 유충 확산!! 수돗물 테마주 타점분석(웰크론한텍, 웹스, 한국주철관, 광동제약) + 국제약품 자랑",2020-07-21 12:39:16+00:00,724,웰크론한텍,7962107,1709661,3380,2818.333333
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 테마 고점일까 단순 조정일까? (뉴보텍,웰크론한텍,시노펙스,에넥스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-21 02:06:20+00:00,51,웰크론한텍,7962107,1709661,3380,2818.333333
심플 관심종목 TV,"수돗물유충관련주 정리 / 수처리,생수,하수도관,정수기,정수샤워기필터 등등 관련주 // 웰크론한텍,뉴보텍,시노펙스,광동제약,웹스,엔바이오니아,정산애강,코웨이,쿠쿠홈시스",2020-07-20 13:53:25+00:00,632,웰크론한텍,5147503,7962107,2643.333333,3380
주식파일러,"[주식] 인천, 서울에 이어 부산까지?! 수돗물 유충 관련주 한방 정리! (웰크론한텍, 시노펙스, 뉴보텍, 한독그린텍, 엔바이오니아, 광동제약)",2020-07-20 11:32:19+00:00,238,웰크론한텍,5147503,7962107,2643.333333,3380
한강 View 티비_주식소통채널,"수돗물 유충 관련주 상한가 엄청 많네😂웰크론한텍,웹스,뉴보텍,광동제약,와토스코리아,시노펙스,한강티비",2020-07-20 11:01:55+00:00,2822,웰크론한텍,5147503,7962107,2643.333333,3380
여의도 황제주식,"수돗물유충관련주 총정리, SK케미칼우, SK디스커버리우 기술적분석 및 대응 / sk바이오팜, sk케미칼, 웰크론한텍, 신일제약, 신풍제약",2020-07-20 08:58:54+00:00,21471,웰크론한텍,5147503,7962107,2643.333333,3380
이상로의 빨간주식,"오이솔루션, 에이스테크, 다산네트웍스, 쏠리드 5G관련주 신고가 갈 종목은? 한국주철관, 동양철관, 웰크론한텍 수돗물유충관련주, 수도관관련주 전망",2020-07-20 08:54:23+00:00,16991,웰크론한텍,5147503,7962107,2643.333333,3380
월천선생,"수돗물 유충,그린뉴딜 풍력테마, 유충테마,정치관련주 이재명,이낙연테마(웰크론한텍,동국산업,태웅,프리엠스,정다운등)수돗물유충관련주",2020-07-20 08:47:38+00:00,64,웰크론한텍,5147503,7962107,2643.333333,3380
이상로의 빨간주식,"웰크론한텍, 뉴보텍, 시노펙스 수돗물 유충관련주 핵심종목은? 수돗물유충관련주와 수도관관련주 함께 보자.(feat. 씽크홀, 노후수도관)",2020-07-20 08:46:26+00:00,4096,웰크론한텍,5147503,7962107,2643.333333,3380
정보의 바다,"수처리관련주 및 정수필터관련주 웰크론한텍,뉴보텍,웹스,엔바이오니아,시노펙스,코웨이,쿠쿠홈시스,위니아딤채",2020-07-20 07:40:34+00:00,2556,웰크론한텍,5147503,7962107,2643.333333,3380
개미에셋과 돈의 길,"웰크론한텍,웹스,뉴보텍 관련주 분석, 수돗물 유충, 샤워하거나 마시면?",2020-07-20 07:39:01+00:00,289,웰크론한텍,5147503,7962107,2643.333333,3380
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 서울에도 퍼지나? (뉴보텍,웰크론한텍,시노펙스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-20 01:30:58+00:00,1457,웰크론한텍,5147503,7962107,2643.333333,3380
심플 관심종목 TV,"파주도 수돗물에서 유충 등장...수처리 관련주 정리 //  웰크론한텍,뉴보텍,시노펙스,태경비케이,코웨이,한국주철관",2020-07-19 14:39:39+00:00,875,웰크론한텍,4872232,5147503,1965.833333,2643.333333
콕스톡TV,"[주식][특징주][수돗물 유충 관련주]광동제약, 웰크론한텍, 웹스, 뉴보텍, 도화엔지니어링, 자연과환경, 한국주철관, 엔바이오니아",2020-09-28 03:02:19+00:00,902,웹스,43538,213293,1711.666667,1825.833333
울산주식트레이더 - 울트,"[주식차트]수돗물 유충 확산!! 수돗물 테마주 타점분석(웰크론한텍, 웹스, 한국주철관, 광동제약) + 국제약품 자랑",2020-07-21 12:39:16+00:00,724,웹스,8576656,1936579,2544.166667,2465
정보의 바다,"수처리관련주 및 정수필터관련주 웰크론한텍,뉴보텍,웹스,엔바이오니아,시노펙스,코웨이,쿠쿠홈시스,위니아딤채",2020-07-20 07:40:34+00:00,2556,위니아딤채,7065,51765,2552.5,2616.666667
JM Investment,야간종목상담방송~ 실시간 라이브 레전드 갑시다.     홍역관련주/수소차관련주/남북테마/개미투자자/전업투자자/유니셈/SH에너지화학/필룩스/,2019-01-21 13:07:42+00:00,1709,유니셈,351407,667502,4069.166667,4104.166667
타임경제TV,#어린이괴질관련주 #홍콩국가보안법 미국의 제재 예상 시나리오 3가지 | 타임경제연구소 | 유니온 | 조아제약 | 어린이괴질 | 주식투자 | 주식강의 | 코스피 코스닥 |,2020-05-27 06:25:13+00:00,2264,유니온,1175546,874566,7036.666667,6928.333333
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,유니온머티리얼,13276516,10490360,3499.166667,3655.833333
심플 관심종목 TV,"내일테마 관심종목! KNN,재택근무,마스크,음압병실,교육,진단키트,치료제,첨생법,아시아나,카카오 //진원생명과학,신일제약,에스맥,일신바이오,대정화금,바이넥스,GH신소재,유엔젤,텔콘",2020-08-26 12:34:10+00:00,19549,유엔젤,856247,6899343,3281.666667,4670
JM Investment,[JM 주식방송]  지옥의 코스닥  돼지열병관련주/방산주/테마주/주식다큐/코스닥/나스닥/미국증시/CMG제약/증권방송/서연탑메탈/진원생명과학/제약주/바이오주/로봇관련주/유진로봇/로보,2020-10-29 16:19:31+00:00,724,유진로봇,1036075,294061,2530,2511.666667
JM Investment,[JM 주식방송]  지옥의 코스닥  돼지열병관련주/방산주/테마주/주식다큐/코스닥/나스닥/미국증시/한국증시/증권방송/서연탑메탈//진원생명과학/제약주/바이오주/로봇관련주/유진로봇/로보,2020-10-28 16:30:10+00:00,146,유진로봇,2132990,1036075,2511.666667,2530
