채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
골드크로스주식,주식_성공투자★VR AR 가상현실 증강현실의 미래 _ 오늘의 상한가분석_김보현 주식연구소_남선알미늄 태원물산 인터엠 보해양조 드래곤플라이 텔루스 팅크웨어 에스넷 삼성에스디에스,2018-12-03 10:27:53+00:00,6327,에스넷,28906,2405,4066.666667,4026.666667
콕스톡TV,"[주식][디지털SOC관련주]  나무기술, 엑셈, 옴니시스템, 전파기지국, 데이터솔루션, 에스넷, 소프트센",2020-06-03 07:35:22+00:00,916,에스넷,89999,43620,7081.666667,7011.666667
이상로의빨간주식,에스넷 5G업황 통신장비 숨겨진 수혜주? 사물인터넷 대장주? 삼성전자와 특별한 관계가 있다? 와우넷 이상로 차트분석 &amp; 주식공부,2019-10-16 02:36:57+00:00,1131,에스넷,695113,44834,7888.333333,7785
토마토티비 (tomato tv),"에스넷(038680), 커지는 사물인터넷 규모_191007",2019-10-07 13:28:54+00:00,51,에스넷,20713,20033,7113.333333,6991.666667
TV상록수,5G사물인터넷디바이스(엔텔스 에스넷)&amp;소프트웨어 삼성스마트폰관련주 남북경협주!!,2019-06-06 02:35:52+00:00,632,에스넷,1812211,3593531,8403.333333,9960
아틀라스산업연구소,"5G 네트워크 가상화(NFV) 동향 및 관련주 네트워크 슬라이싱 나무기술, 에이스테크, 케이엠더블유, 오이솔루션, 에스넷 아틀라스산업연구소",2019-05-22 15:16:43+00:00,0,에스넷,88361,291248,6683.333333,7175
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 2탄",2019-05-07 07:47:35+00:00,238,에스넷,219170,204885,7850,8083.333333
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 1탄",2019-05-07 07:26:47+00:00,1302,에스넷,219170,204885,7850,8083.333333
주식으로 슈퍼직장인,"[최종원]SKT 인천 스마트시티 계약! IoT 사물인터넷 관련주 총정리 2탄(에이디칩스,에스넷,링네트,기가레인,효성ITX)",2019-04-29 09:44:46+00:00,304,에스넷,238444,116529,7820,7861.666667
빅토리주식TV,"에스넷 사물인터넷과 5G 테마주, 스마트시티",2019-02-17 05:43:44+00:00,1280,에스넷,58800,18899,4901.666667,4824.166667
주식으로 슈퍼직장인,"[최종원]SKT 인천 스마트시티 계약! IoT 사물인터넷 관련주 총정리 1탄(에이디칩스,에스넷,링네트,기가레인,효성ITX)",2019-04-29 09:32:16+00:00,21471,에스넷,238444,116529,7820,7861.666667
빅토리주식TV,"에스넷 사물인터넷과 5G 테마주, 스마트시티",2019-02-17 05:43:44+00:00,0,에스넷,58800,18899,4901.666667,4824.166667
역삼동천사아레스주식방송,대선테마주 정세균테마주 수산중공업 알루코 대한약품 AP위성 한양디지텍 에스에이엠티 동양이엔피 실시간 매수 계좌인증,2020-12-13 00:00:09+00:00,628,에스에이엠티,51382,241265,2432.5,2492.5
아이스탁TV 아이컴퍼니,"에스와이 이틀만에 38% 수익! 디지털 뉴딜 대장주는 바로 이 종목! 연말 계좌를 풍성하게  만들어줄 이 종목으로 승부하자(에스와이,디지털뉴딜, 스마트물류, 콜드체인, 음압관련주)",2020-12-08 06:04:34+00:00,1351,에스와이,19601007,4390558,6400,6011.666667
아이스탁TV 아이컴퍼니,"에스와이 이틀만에 38% 수익! 디지털 뉴딜 대장주는 바로 이 종목! 연말 계좌를 풍성하게  만들어줄 이 종목으로 승부하자(에스와이,디지털뉴딜, 스마트물류, 콜드체인, 음압관련주)",2020-12-08 06:04:34+00:00,1351,에스와이,19601007,4390558,6400,6011.666667
슬기로운 매매생활,"[최강주] VR,AR 규제 혁신 로드맵 발표 - 가상현실,증강현실 관련주(나노캠텍,한국큐빅,이랜텍,에스코넥,한빛소프트,아이엠)",2020-07-27 22:56:37+00:00,2822,에스코넥,48458,2663602,1705,1857.5
주식으로 슈퍼직장인,"[최종원]과기정통부 가상현실 증강현실 콘텐츠 300억 투자! 관련주는? 2탄 (한국큐빅,에스코넥,아이엠)",2019-05-02 06:54:55+00:00,0,에스코넥,66806,42553,2009.166667,2065
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,에스텍파마,1242442,1098781,17266.66667,17041.66667
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,에스텍파마,754774,438655,16091.66667,15333.33333
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,에스티팜,1137780,837303,108183.3333,112783.3333
주식X파일,"특징테마 및 관련주 분석 - 수소차, 3D프린터, 미디어 관련주 - 에스퓨얼셀, 두산퓨얼셀, 일진다이아, 제이엔케이히터, TPC, 상한가",2020-06-23 09:35:13+00:00,91,에스퓨얼셀,1820041,2636399,35446.83333,44401.66667
상한가 주식학원,"콜드체인(저온 유통) 테마,  자율주행, 웨어러블 등 사물인터넷 관련주 에이디칩스 입니다.",2020-11-12 04:42:02+00:00,902,에이디칩스,2658795,772429,862.1666667,864.5
상한가 주식학원,"콜드체인(저온 유통) 테마,  자율주행, 웨어러블 등 사물인터넷 관련주 에이디칩스 입니다.",2020-11-12 04:42:02+00:00,902,에이디칩스,2658795,772429,862.1666667,864.5
한강 View 티비_주식소통채널,"1월 JP모건 헬스케어 관련주를 주목하자!셀리버리,에이비엘바이오,셀트리온,크리스탈지노믹스,오스코텍,나이벡,한강뷰티비",2020-12-14 12:40:35+00:00,1719,에이비엘바이오,140603,119579,28891.66667,28675
수익맨,"[주식] 재도약을 준비하고 있는 5G 관련주! 다 알고 있는 주식 말고, 숨어있는 종목 4종목 공개! (에이스테크, 5G수혜주, 전파기지국, 머큐리, 이루온, 우리넷, 디지털뉴딜)",2021-01-21 11:13:55+00:00,2440,에이스테크,149806,228186,26325,25483.33333
아틀라스산업연구소,"5G 네트워크 가상화(NFV) 동향 및 관련주 네트워크 슬라이싱 나무기술, 에이스테크, 케이엠더블유, 오이솔루션, 에스넷 아틀라스산업연구소",2019-05-22 15:16:43+00:00,0,에이스테크,235384,1284157,8555,9156.666667
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,에이치엘비생명과학,347328,1258639,27108.33333,29958.33333
주세남,수산중공업 삼부토건 에이텍 덕성 정세균 테마쟁이 수익남,2020-11-26 05:25:52+00:00,620,에이텍,21312,24609,29566.66667,29325
주식분석,"정치테마주 ( 이낙연, 안철수, 이재명, 윤석렬, 정세균, 김경수 ) 안랩, 지에스이 매커스, 삼부토건 남선알미늄 남성 남화산업, 남화토건, 덕성우, 서연, 에이텍, 헹지엘리트",2020-11-12 15:40:33+00:00,1153,에이텍,63327,38365,31108.33333,31533.33333
근투생,"[가상화폐 관련주 완벽정리] 비트코인  관련주 TOP5 종목 추천 (우리기술투자, 에이티넘인베스트, 케이피엠테크, 비덴트, SBI인베스트먼트 주가전망)",2020-10-22 09:00:09+00:00,6627,에이티넘인베스트,2877816,15444737,2159.166667,2637.5
4060TV,"(비트코인 1만불 돌파) 암호화폐 관련주 추천서열, 비트코인, 암호화폐, 가상화폐, SCI평가정보, 우리기술투자, 비덴트, 에이티넘인베스트, SBI인베스트먼트, 비티원,",2020-07-27 14:26:14+00:00,1131,에이티넘인베스트,68683,121623,1697.5,1730.833333
고수경제TV,"[창투사 관련주] 아주IB투자, DSC인베스트먼트, TS인베스트먼트, 에이티넘인베스트, 디지털 뉴딜 수혜주 매수타점은?",2020-10-29 08:36:11+00:00,6627,에이티넘인베스트,631409,2698510,2283.333333,2415
졍아나,[인공지능 빅데이터 관련주] 비즈니스온 파이오링크 에코마케팅 이지영아나운서의 관심종목❣️,2020-07-21 05:07:55+00:00,278,에코마케팅,33382,27683,20000,19837.5
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 2탄",2019-05-07 07:47:35+00:00,238,엑사이엔씨,10052203,3511274,1728.333333,1646.666667
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 1탄",2019-05-07 07:26:47+00:00,1302,엑사이엔씨,10052203,3511274,1728.333333,1646.666667
콕스톡TV,"[주식][디지털SOC관련주]  나무기술, 엑셈, 옴니시스템, 전파기지국, 데이터솔루션, 에스넷, 소프트센",2020-06-03 07:35:22+00:00,916,엑셈,86285,51663,3600.833333,3469.166667
절제주식투자연구소,"[주식] [엑셈 종목분석] 디지털 뉴딜, 커져가는 빅데이터 시장. 핵심 수혜주!",2020-05-21 08:03:03+00:00,5411,엑셈,159759,215371,3910.833333,3969.166667
꿀냥이,AI 빅데이터 관련주 엑셈 종목 편입,2020-05-14 07:29:42+00:00,452,엑셈,427534,181676,3991.666667,3957.5
달팽이주식,"뉴딜도 우량주다, 뉴딜이후 증시 전망 (LG화학,현대차,삼성SDI,삼성바이오로직스,카카오,네이버,SK이노베이션,엔씨소프트,삼성전자 주가 전망,뉴딜관련주,그린뉴딜,디지털뉴딜)",2020-09-06 08:34:27+00:00,2822,엔씨소프트,29467,12438,815333.3333,815500
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,엔케이물산,3720604,3569451,2597.333333,2858.166667
TV상록수,5G사물인터넷디바이스(엔텔스 에스넷)&amp;소프트웨어 삼성스마트폰관련주 남북경협주!!,2019-06-06 02:35:52+00:00,632,엔텔스,5743,21098,16058.33333,16941.66667
주식공부방,백신관련주 승자는? 엔투텍? 인콘? 셀트리온헬스케어?,2020-12-03 21:00:04+00:00,280,엔투텍,6020676,43949990,6065,8043.333333
잠수함 Stock,VR AR 관련주 일정 챙기기 / 덱스터 위지윅스튜디오 동운아나텍 드래곤플라이 엠게임 이랜텍 한빛소프트,2020-08-06 15:55:09+00:00,0,엠게임,364140,172480,6236.666667,6266.666667
그레이스파트너스,가상현실 규제완화 가상현실관련주 한빛소프트/이랜텍/엠게임/팅크웨어,2020-07-29 10:21:43+00:00,264,엠게임,707723,558195,5503.333333,5775
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,오리엔트정공,10922868,3903790,1692.5,1548.333333
한강 View 티비_주식소통채널,"1월 JP모건 헬스케어 관련주를 주목하자!셀리버리,에이비엘바이오,셀트리온,크리스탈지노믹스,오스코텍,나이벡,한강뷰티비",2020-12-14 12:40:35+00:00,1719,오스코텍,219420,114090,60333.33333,59116.66667
아틀라스산업연구소,"5G 네트워크 가상화(NFV) 동향 및 관련주 네트워크 슬라이싱 나무기술, 에이스테크, 케이엠더블유, 오이솔루션, 에스넷 아틀라스산업연구소",2019-05-22 15:16:43+00:00,0,오이솔루션,55418,722421,41044.66667,45867.66667
해선백두,데이타3번국회통과수혜주.빅데이터.오픈베이스.보안관련주.윈스.케이사인.라온시큐어.,2020-01-09 16:30:51+00:00,1079,오픈베이스,2606765,5250790,3657.5,3820
비타맨-비행기 타는 남자,"데이터3법 관련주 (오픈베이스, 소프트센, 테이터솔루션, SCI평가정보 등)",2019-12-05 01:53:55+00:00,362,오픈베이스,6413331,219233,3433.333333,3097.5
월스트리트경제TV,AI &amp; 빅데이터 관련 최선호주✔️ #테스나 #가비아 #투비소프트 #캠시스 #아모텍 #에스모 #오픈베이스 #AI관련주 #인공지능관련주  #손정의 #AI｜주식인사이드 하이라이트,2019-07-24 04:37:45+00:00,3882,오픈베이스,264203,741212,2953.333333,3062.5
투자의 민족,"[주식] CES2020 인공지능 로봇 관련주 아직 출발 안했습니다.(사물인터넷 관련주, 오픈베이스 , 데이타솔로션)",2020-01-07 10:26:28+00:00,658,오픈베이스,1994819,2724755,3462.5,3696.666667
투자의 민족,"[주식] CES2020 인공지능 로봇 관련주 아직 출발 안했습니다.(사물인터넷 관련주, 오픈베이스 , 데이타솔로션)",2020-01-07 10:26:28+00:00,91,오픈베이스,1994819,2724755,3462.5,3696.666667
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,올리패스,110664,42588,23691.66667,24091.66667
콕스톡TV,"[주식][디지털SOC관련주]  나무기술, 엑셈, 옴니시스템, 전파기지국, 데이터솔루션, 에스넷, 소프트센",2020-06-03 07:35:22+00:00,916,옴니시스템,618973,287113,2416.666667,2380.833333
참치형-올바른 주식투자,"스마트시티 2025년까지 10조투자? 관련주 투자해볼만한가? (옴니시스템, 누리텔레콤, 데일리블록체인, 케이씨에스, 아이디스, 더존비즈온)",2020-10-22 17:06:04+00:00,5,옴니시스템,1131558,28312705,2735,3176.666667
대박투나잇,"[주식] 5G+사물인터넷! 꼭 알아야하는 수혜주 공개! (매직마이크로, 삼지전자, 넥스트BT, 카페24, 옵트론텍)",2019-06-11 06:42:48+00:00,264,옵트론텍,357147,150252,8345,8296.666667
북꼼,"VR, AR 규제 폐지 관련주 지금이 매수 적기다! VR,AR 관련주(이랜텍, 한빛소프트, 와이제이엠게임즈, 드래곤플라이,아이엠, 덱스터)",2020-07-30 05:22:07+00:00,1872,와이제이엠게임즈,572280,1395178,1843.333333,1869.166667
무료종목추천ᅳ주식스텔스,가상현실 증강현실 AR/VR 관련 테마주 관련종목 규제완화이랜텍 한빛소프트 아이엠 와이제이엠게임즈 드래곤플라이 덱스터 위지웍스튜디오 주식무료방송 주식스텔스,2020-07-28 07:01:39+00:00,238,와이제이엠게임즈,7127622,916152,2057.5,1725
웃지 주식,"[웃지] 7월28일 관심주 - VR(가상), AR(증강) 관련주를 잡아보자!! 아이엠,한빛소프트,와이제이엠게임즈,드래곤플라이,바른손이앤에이,이랜텍,미투온,디오스텍",2020-07-27 15:16:06+00:00,275,와이제이엠게임즈,199378,7127622,1680.833333,2057.5
심플 관심종목 TV,"文대통령 &quot;VR·AR 규제 일단 모두 풀라 관련주 정리 및 재료에 대한 생각 // 한빛소프트,와이제이엠게임즈,이랜텍,아이엠,나노캠텍,드래곤플라이",2020-07-27 10:41:42+00:00,304,와이제이엠게임즈,199378,7127622,1680.833333,2057.5
주식차트대장,"[민앤지][위세아이텍] 마이데이터 관련주 분석! 추천주 AS 평화산업,티웨이홀딩스,세명전기,대양금속,용평리조트,태광",2021-02-02 13:53:45+00:00,161,용평리조트,8921,15426,4266.666667,4330
박찬홍 '홍티비',"비트코인, 관련주 매수하기전 보고가야 할 정보 총정리!(우리기술투자,인프라웨어,SBI인베스트먼트,비덴트,에이티넘인베스트먼트,제이씨현시스템)",2020-11-24 14:36:56+00:00,91,우리기술투자,3508289,22069306,5170,6056.666667
근투생,"[가상화폐 관련주 완벽정리] 비트코인  관련주 TOP5 종목 추천 (우리기술투자, 에이티넘인베스트, 케이피엠테크, 비덴트, SBI인베스트먼트 주가전망)",2020-10-22 09:00:09+00:00,6627,우리기술투자,33599319,38701887,3373.333333,3830.833333
아이비리서치,"우리기술투자_가상화폐 테마주, 브랜드평판지수 개선, 비트코인처럼 강세 보일까?",2020-10-19 08:47:44+00:00,658,우리기술투자,1065617,6130002,2407.5,2808.333333
4060TV,"(비트코인 1만불 돌파) 암호화폐 관련주 추천서열, 비트코인, 암호화폐, 가상화폐, SCI평가정보, 우리기술투자, 비덴트, 에이티넘인베스트, SBI인베스트먼트, 비티원,",2020-07-27 14:26:14+00:00,1131,,1061740,4226079,2679.166667,2860.833333
한국경제TV,두나무 관련주 탑픽 우리기술투자/앵커의 눈/최성민의 빅샷/한국경제TV,2020-10-19 06:31:30+00:00,1302,,1065617,6130002,2407.5,2808.333333
수익맨,"[주식] 재도약을 준비하고 있는 5G 관련주! 다 알고 있는 주식 말고, 숨어있는 종목 4종목 공개! (에이스테크, 5G수혜주, 전파기지국, 머큐리, 이루온, 우리넷, 디지털뉴딜)",2021-01-21 11:13:55+00:00,2440,우리기술투자,17291,63615,9323.333333,9576.666667
공부하는 동학개미,"[임정우] 정세균 청문회 결과고 뭐고 일단.. 고점 조심 (정세균 관련주,수산중공업,정세균 청문회,추미애,우리들휴브레인)",2020-01-07 06:35:45+00:00,252,우리기술투자,32020,35454,3391.666667,3438.333333
팅킹,"우리들휴브레인 (진단키트, AI 헬스케어 관련주?) - 주식 팅킹 (3735화)",2021-01-06 07:29:40+00:00,1239,우리넷,246846,70079,2808.333333,2815.833333
박정식의 주식디자인연구소,주식투자 정세균 지하고속도로 개발 관련주 특수건설 이화공영 우원개발 코리아에스이 동아지질 덕신하우징 삼호개발 kt서브마린,2020-07-07 09:22:37+00:00,1588,우리들휴브레인,60925,1809515,6696.666667,6961.666667
왕심심주식투자!!!,매수강추합니다! 우진 드림시큐리티 이재명지사 관련주와 블록체인!,2020-07-20 09:15:03+00:00,289,우리들휴브레인,470388,221861,3723.333333,3886.666667
MTN 톡,[웹케시 주가] 강윤구 주식전문가 | 금융 핀테크 핵심 대장주!! | 나라에서 지원하는 소상공인을 위한 금융플랫폼!,2020-09-16 04:58:22+00:00,744,우원개발,1325,18901,66633.33333,70583.33333
박정식의 주식디자인연구소,주식투자 오픈뱅킹 시범운영 이슈 핀테크 관련주 살펴보자 카카오 naver KG이니시스 다날 아모텍 KG모빌리언스 코나아이 민앤지 웹케시,2019-10-28 07:47:53+00:00,2556,우진,15544,6339,55133.33333,54216.66667
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,웹케시,15845,54401,30108.33333,29975
주식차트대장,"[민앤지][위세아이텍] 마이데이터 관련주 분석! 추천주 AS 평화산업,티웨이홀딩스,세명전기,대양금속,용평리조트,태광",2021-02-02 13:53:45+00:00,161,웹케시,3772,6248,19933.33333,19816.66667
잠수함 Stock,VR AR 관련주 일정 챙기기 / 덱스터 위지윅스튜디오 동운아나텍 드래곤플라이 엠게임 이랜텍 한빛소프트,2020-08-06 15:55:09+00:00,0,위메이드,57851,40608,4690.833333,4673.333333
음굿&Umgood,20.07.29. 상한가 이유 #한미미사일지침 #우주발사체 #고체연료 #우주항공산업관련주 #가상현실(VR)관련주 #증강현실(AR)관련주 #비츠로테크 #위지윅스튜디오 #인스코비,2020-07-29 10:29:45+00:00,529,위세아이텍,217882,143904,4655.833333,4757.5
해선백두,데이타3번국회통과수혜주.빅데이터.오픈베이스.보안관련주.윈스.케이사인.라온시큐어.,2020-01-09 16:30:51+00:00,1079,위지윅스튜디오,31503,40012,12875,13250
급등소문 월가주식,[유니슨 주가] 정부 정책 급등 종목 한국판 뉴딜 관련주! 이번 주 신고가를 세울 폭등리스트 긴급공개! 제가 몰래 알려드릴게요 혼자보세요~♥ l 한유경 전문가 l 주식투자,2020-09-08 10:40:59+00:00,1046,위지윅스튜디오,20170881,14108454,7306.666667,7253.333333
정보의 바다,빅데이터관련주 원격진료 유비케어 소프트센 비트컴퓨터 인피니트헬스케어,2020-02-09 02:50:56+00:00,2089,윈스,19136,961388,5303.333333,5735
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,유니슨,47163,155600,24433.33333,29366.66667
잠수함 Stock,CBDC(디지털 화폐) 시대 도래! 결제는 어떻게? 블록체인/NFC/보안 관련주! 파트론ㅣ이그잭스ㅣ아모텍ㅣ갤럭시아컴즈ㅣ드림시큐리티ㅣ라온시큐어ㅣ안랩,2020-09-02 18:07:28+00:00,4096,유비케어,268618,1778976,1537.5,1640.833333
잠수함 Stock,VR AR 관련주 일정 챙기기 / 덱스터 위지윅스튜디오 동운아나텍 드래곤플라이 엠게임 이랜텍 한빛소프트,2020-08-06 15:55:09+00:00,0,유비쿼스,312449,313746,5668.333333,5578.333333
래우워크,AR VR 관련주 + 뉴딜정책 관련주 + 한빛소프트 + 이랜텍 + 상한가 분석 + 차트 분석 + 단타 +시황분석 [래우워크],2020-08-04 13:28:59+00:00,724,이그잭스,1734202,609742,6008.333333,5730
레드시그널,"[주식]가상현실관련주, 고체연료 관련주 한빛소프트,이랜텍, 한미사이언스,한미약품 매매 적기!",2020-07-30 11:10:55+00:00,51,이랜텍,9484816,803752,6353.333333,5991.666667
북꼼,"VR, AR 규제 폐지 관련주 지금이 매수 적기다! VR,AR 관련주(이랜텍, 한빛소프트, 와이제이엠게임즈, 드래곤플라이,아이엠, 덱스터)",2020-07-30 05:22:07+00:00,1872,이랜텍,9484816,803752,6353.333333,5991.666667
그레이스파트너스,가상현실 규제완화 가상현실관련주 한빛소프트/이랜텍/엠게임/팅크웨어,2020-07-29 10:21:43+00:00,264,이랜텍,447810,9484816,4561.666667,6353.333333
대갈통_주식투자,이랜텍 급등 분석!! 한빛소프트 아이엠 젬백스링크 AR.VR관련주,2020-07-29 08:11:01+00:00,632,이랜텍,447810,9484816,4561.666667,6353.333333
수익맨,"[주식] 재도약을 준비하고 있는 5G 관련주! 다 알고 있는 주식 말고, 숨어있는 종목 4종목 공개! (에이스테크, 5G수혜주, 전파기지국, 머큐리, 이루온, 우리넷, 디지털뉴딜)",2021-01-21 11:13:55+00:00,2440,이랜텍,66660,178437,1562.5,1630.833333
삼프로TV_경제의신과함께,마이데이터 사업 예비사업자 발표.. 핀테크 시장 크기 커진다! f.이베스트투자증권 염승환 차장,2020-12-23 02:07:24+00:00,2440,이랜텍,40022,58083,7028.333333,7155
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,이루온,245401,1792062,49150,59683.33333
매일경제TV,대변신 하는 &#39;SKC&#39;vs핀테크 수혜주 &#39;이크레더블&#39; / 지금 살까말까? / 매일경제TV,2020-09-01 04:45:06+00:00,1131,이베스트투자증권,3168,3095,24000,23900
B앤트맨,이트론 수익전환(20%) # 디지털뉴딜  관련주 # 서버 스토리지 및 가상화솔루션 # 영업이익 흑자전환,2020-10-05 05:57:34+00:00,632,이오플로우,5496442,55431912,256.3333333,327.8333333
박정식의 주식디자인연구소,주식투자 정세균 지하고속도로 개발 관련주 특수건설 이화공영 우원개발 코리아에스이 동아지질 덕신하우징 삼호개발 kt서브마린,2020-07-07 09:22:37+00:00,1588,이크레더블,29676,1544366,4767.5,5166.666667
음굿&Umgood,20.07.29. 상한가 이유 #한미미사일지침 #우주발사체 #고체연료 #우주항공산업관련주 #가상현실(VR)관련주 #증강현실(AR)관련주 #비츠로테크 #위지윅스튜디오 #인스코비,2020-07-29 10:29:45+00:00,529,이트론,1398562,157844,2070.833333,2002.5
주식공부방,백신관련주 승자는? 엔투텍? 인콘? 셀트리온헬스케어?,2020-12-03 21:00:04+00:00,280,이화공영,2478194,2315228,3968.333333,4131.666667
골드크로스주식,주식_성공투자★VR AR 가상현실 증강현실의 미래 _ 오늘의 상한가분석_김보현 주식연구소_남선알미늄 태원물산 인터엠 보해양조 드래곤플라이 텔루스 팅크웨어 에스넷 삼성에스디에스,2018-12-03 10:27:53+00:00,6327,인스코비,1762107,1292823,3003.333333,3480.833333
모두투자그룹,"온라인결제 오픈뱅킹 핀테크 최대 수혜주는? 앞으로 계속 상승할까?? 인포뱅크, 다날 등 목표가와 손절 #인포뱅크주가 #다날주가 #핀테크관련주 [모두투자그룹 l 최병진 전문가]",2020-10-13 10:33:37+00:00,658,인콘,979507,88215,9206.666667,9258.333333
박찬홍 '홍티비',"비트코인, 관련주 매수하기전 보고가야 할 정보 총정리!(우리기술투자,인프라웨어,SBI인베스트먼트,비덴트,에이티넘인베스트먼트,제이씨현시스템)",2020-11-24 14:36:56+00:00,91,인터엠,6373056,9685999,3840,3725
정보의 바다,빅데이터관련주 원격진료 유비케어 소프트센 비트컴퓨터 인피니트헬스케어,2020-02-09 02:50:56+00:00,2089,인포뱅크,13255,36058,5940,6025
야매주식,[양봉 리딩]인피니트헬스케어 박영선 테마주로 탄생,2021-02-01 01:13:43+00:00,693,인프라웨어,531595,188546,7448.333333,7701.666667
정보의 바다,"냉동고관련주 대한과학,일신바이오 정세균관련주 수산중공업,알루코",2020-10-21 09:02:06+00:00,0,인피니트헬스케어,689693,5567868,6815,7425
주식X파일,"특징테마 및 관련주 분석 - 수소차, 3D프린터, 미디어 관련주 - 에스퓨얼셀, 두산퓨얼셀, 일진다이아, 제이엔케이히터, TPC, 상한가",2020-06-23 09:35:13+00:00,91,인피니트헬스케어,1379908,486059,39508.33333,42066.66667
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,일신바이오,286143,10856062,2929.166667,3552.5
콕스톡TV,"[주식][디지털SOC관련주]  나무기술, 엑셈, 옴니시스템, 전파기지국, 데이터솔루션, 에스넷, 소프트센",2020-06-03 07:35:22+00:00,916,일진다이아,827921,503235,5665,5690
거지개미,"[주식/증권] 로보로보, 언택트 관련주, AI관련주, 인공지능 관련주, AI인공지능 관련주, 클라우드 관련주, 5G 관련주, 빅데이터 관련주, 전파기지국, 가상화폐 관련주",2020-05-21 13:50:25+00:00,0,자비스,1274287,10237198,4765.833333,5995
수익맨,"[주식] 재도약을 준비하고 있는 5G 관련주! 다 알고 있는 주식 말고, 숨어있는 종목 4종목 공개! (에이스테크, 5G수혜주, 전파기지국, 머큐리, 이루온, 우리넷, 디지털뉴딜)",2021-01-21 11:13:55+00:00,2440,전파기지국,276673,210933,4675.833333,4777.5
진검승부-,[주식투자-2021.01.25] 이재명 관련주 고점 분석/대선정책주로의 트렌드 전환(#이낙연 #정세균 #신라에스지 #토탈소프트 #수산아이앤티 #동신건설 #프리엠스 #카스 #정다운),2021-01-25 13:33:16+00:00,2405,전파기지국,306138,318681,3695.833333,3660
